$Version=1
$FileExt=.wav
$Caption=FL Mobile Samples
$Format=1880

$Flags=8

;CDName|SubDirName|ItemName|Count|FileSize|ProductCode|Flags|WebLink|MainItemName
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 10|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 11|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 12|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 13|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 14|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 15|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 16|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 17|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 18|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 19|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 1|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 20|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 21|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 22|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 23|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 24|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 25|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 2|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 3|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 4|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 5|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 6|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 7|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 8|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Acoustic|Drumaxx Acoustic - 9|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 10|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 11|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 12|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 13|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 14|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 15|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 16|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 17|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 18|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 19|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 1|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 20|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 21|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 22|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 23|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 24|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 25|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 2|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 3|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 4|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 5|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 6|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 7|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 8|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Breaks|Drumaxx Breaks - 9|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 10|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 11|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 12|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 13|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 14|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 15|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 16|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 17|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 18|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 19|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 1|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 20|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 21|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 22|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 23|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 24|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 25|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 2|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 3|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 4|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 5|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 6|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 7|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 8|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Electronic|Drumaxx Electronic - 9|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Glitch|Drumaxx Glitch - 10|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Glitch|Drumaxx Glitch - 11|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Glitch|Drumaxx Glitch - 12|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Glitch|Drumaxx Glitch - 13|3886|259388|FLMDWNLDR|0||Samples
FL Mobile Samples|Drum Kits\Drumaxx Kits EXP\Drumaxx Glitch|Drumaxx Glitch - 14|3886|259388|FLMDWNLDR|0||Samples
