$Version=1
$FileExt=.dwp
$RootPath=Data\Patches\Packs\Samplefusion\
$FilePath=Data\Patches\Packs\Samplefusion\
$Alternative=DirectWave
$Caption=DirectWave
$Format=7


;CDName|SubDirName|ItemName|Count|FileSize|ProductCode|Flags|WebLink|MainItemName
Amped||A Power Chord|0|0|0|0||A Power Chord
Amped||Air Strat|0|0|80112|0||Air Strat
Amped||Amped (Bulk Samples)|0|0|80112|0||Amped (Bulk Samples)
Amped||Big Jim|0|0|80112|0||Big Jim
Amped||Blue Gretch Lead|0|0|80112|0||Blue Gretch Lead
Amped||BrightMetal Power Chord|0|0|80112|0||BrightMetal Power Chord
Amped||ClassiGill|0|0|80112|0||ClassiGill
Amped||Distortion Feedback|0|0|80112|0||Distortion Feedback
Amped||DistortionStrat|0|0|80112|0||DistortionStrat
Amped||Guitar FX Bank|0|0|80112|0||Guitar FX Bank
Amped||HardMetal Power Chord|0|0|80112|0||HardMetal Power Chord
Amped||Heavy Mute|0|0|0|0||Heavy Mute
Amped||Heavy Rythm|0|0|80112|0||Heavy Rythm
Amped||Jazz Guitar|0|0|80112|0||Jazz Guitar
Amped||Lead Beast|0|0|0|0||Lead Beast
Amped||MandoLynn|0|0|0|0||MandoLynn
Amped||MandyLynn|0|0|0|0||MandyLynn
Amped||Mesa Power Chord|0|0|80112|0||Mesa Power Chord
Amped||Metal Combo Power Chord|0|0|80112|0||Metal Combo Power Chord
Amped||Metal Stack Power Chord|0|0|80112|0||Metal Stack Power Chord
Amped||Muter|0|0|80112|0||Muter
Amped||MX D Lead|0|0|0|0||MX D Lead
Amped||MX Strat|0|0|0|0||MX Strat
Amped||Opened|0|0|0|0||Opened
Amped||Palmer|0|0|0|0||Palmer
Amped||Purity|0|0|0|0||Purity
Amped||Strat Hard Pos1|0|0|80112|0||Strat Hard Pos1
Amped||Strat Hard Pos2|0|0|80112|0||Strat Hard Pos2
Amped||Strat Hard Pos3|0|0|80112|0||Strat Hard Pos3
Amped||Strat Pos1 Mute|0|0|0|0||Strat Pos1 Mute
Amped||Strat Pos2 Mute|0|0|0|0||Strat Pos2 Mute
Amped||Strat Pos3 Mute|0|0|80112|0||Strat Pos3 Mute
Amped||Strat Soft Pos1|0|0|80112|0||Strat Soft Pos1
Amped||Strat Soft Pos2|0|0|80112|0||Strat Soft Pos2
Amped||Strat Soft Pos3|0|0|80112|0||Strat Soft Pos3
Amped||Strat Solo|0|0|80112|0||Strat Solo
Amped||Tied Tite|0|0|0|0||Tied Tite
Amped||Tremelo Strat|0|0|80112|0||Tremelo Strat
Amped||Wanna B Manson|0|0|80112|0||Wanna B Manson
Amped||Wonder|0|0|0|0||Wonder
Axe Forge||BritBlubb|0|0|80120|0||BritBlubb
Axe Forge||DaisyRockAcoustic 1|0|0|80120|0||DaisyRockAcoustic 1
Axe Forge||Dark Star Metal|0|0|80120|0||Dark Star Metal
Axe Forge||DarkStar Metal_Feedb|0|0|80120|0||DarkStar Metal_Feedb
Axe Forge||DarkStarAccoustic1|0|0|80120|0||DarkStarAccoustic1
Axe Forge||DiddyWahp_01|0|0|80120|0||DiddyWahp_01
Axe Forge||Ebow_01|0|0|80120|0||Ebow_01
Axe Forge||EguitFingBrHumAC15|0|0|80120|0||EguitFingBrHumAC15
Axe Forge||EguitFingBridHumJC12|0|0|80120|0||EguitFingBridHumJC12
Axe Forge||FingEguitNeckHumbFBl|0|0|80120|0||FingEguitNeckHumbFBl
Axe Forge||Ovation Elite 1768 Dry B|0|0|80120|0||Ovation Elite 1768 Dry B
Axe Forge||Ovation Elite_Free|0|0|80120|0||Ovation Elite_Free
Axe Forge||OvationElite1768 A|0|0|80120|0||OvationElite1768 A
Axe Forge||PickedNeckHumb-JC120|0|0|80120|0||PickedNeckHumb-JC120
Axe Forge||Piezoish_001|0|0|80120|0||Piezoish_001
Axe Forge||PignoseFullGain 1|0|0|80120|0||PignoseFullGain 1
Axe Forge||PignoseHalfGain 1|0|0|80120|0||PignoseHalfGain 1
Axe Forge||PignoseQuarterGain 1|0|0|80120|0||PignoseQuarterGain 1
Axe Forge||TalBoxDistWahLong|0|0|80120|0||TalBoxDistWahLong
Axe Forge||TalBoxWahChordsLong|0|0|80120|0||TalBoxWahChordsLong
Axe Forge||Talkbox WahWah_120bp|0|0|80120|0||Talkbox WahWah_120bp
Axe Forge||TalkBoxWahShort|0|0|0|0||TalkBoxWahShort
BassCase|Electronic|Binge1|0|0|0|0||Binge1
BassCase|Electronic|80s Arp|0|0|0|0||80s Arp
BassCase|Electronic|Acid|0|0|80113|0||Acid
BassCase|Electronic|Alpacca|0|0|0|0||Alpacca
BassCase|Electronic|AnaSoft|0|0|80113|0||AnaSoft
BassCase|Electronic|Bass Of Space|0|0|80113|0||Bass Of Space
BassCase|Electronic|Bassic|0|0|80113|0||Bassic
BassCase|Electronic|Binge2|0|0|80113|0||Binge2
BassCase|Electronic|Bite|0|0|80113|0||Bite
BassCase|Electronic|Bold School|0|0|80113|0||Bold School
BassCase|Electronic|Bombed|0|0|80113|0||Bombed
BassCase|Electronic|Bracken|0|0|80113|0||Bracken
BassCase|Electronic|BS Fat Bass|0|0|0|0||BS Fat Bass
BassCase|Electronic|Burpy|0|0|80113|0||Burpy
BassCase|Electronic|Chad Means War|0|0|80113|0||Chad Means War
BassCase|Electronic|Cholla|0|0|80113|0||Cholla
BassCase|Electronic|Cored|0|0|80113|0||Cored
BassCase|Electronic|Deep|0|0|80113|0||Deep
BassCase|Electronic|DontFret|0|0|80113|0||DontFret
BassCase|Electronic|DP|0|0|0|0||DP
BassCase|Electronic|DS Bass|0|0|80113|0||DS Bass
BassCase|Electronic|DW Bass|0|0|0|0||DW Bass
BassCase|Electronic|EX Smack Bass|0|0|0|0||EX Smack Bass
BassCase|Electronic|FargThat|0|0|80113|0||FargThat
BassCase|Electronic|Flip|0|0|0|0||Flip
BassCase|Electronic|FM Gill 2|0|0|0|0||FM Gill 2
BassCase|Electronic|FM Gill|0|0|0|0||FM Gill
BassCase|Electronic|FMRub|0|0|0|0||FMRub
BassCase|Electronic|FrenchPotty|0|0|0|0||FrenchPotty
BassCase|Electronic|Frizz|0|0|80113|0||Frizz
BassCase|Electronic|FSweepB|0|0|0|0||FSweepB
BassCase|Electronic|G Bass|0|0|0|0||G Bass
BassCase|Electronic|GillGhenny|0|0|80113|0||GillGhenny
BassCase|Electronic|Goombah|0|0|80113|0||Goombah
BassCase|Electronic|GrownOnMe|0|0|80113|0||GrownOnMe
BassCase|Electronic|HarshDandB|0|0|80113|0||HarshDandB
BassCase|Electronic|Hoover Bam|0|0|80113|0||Hoover Bam
BassCase|Electronic|Hoover Bammo|0|0|80113|0||Hoover Bammo
BassCase|Electronic|House|0|0|0|0||House
BassCase|Electronic|ISaidDance|0|0|0|0||ISaidDance
BassCase|Electronic|Joyous|0|0|80113|0||Joyous
BassCase|Electronic|Jury|0|0|80113|0||Jury
BassCase|Electronic|Kill It|0|0|80113|0||Kill It
BassCase|Electronic|Killjoy|0|0|0|0||Killjoy
BassCase|Electronic|LeavingBass|0|0|80113|0||LeavingBass
BassCase|Electronic|Master|0|0|80113|0||Master
BassCase|Electronic|MG Beef|0|0|0|0||MG Beef
BassCase|Electronic|MonoSaw|0|0|0|0||MonoSaw
BassCase|Electronic|Mow|0|0|80113|0||Mow
BassCase|Electronic|Mow101|0|0|80113|0||Mow101
BassCase|Electronic|Mr Bass|0|0|0|0||Mr Bass
BassCase|Electronic|MutedSubBass|0|0|80113|0||MutedSubBass
BassCase|Electronic|MyBass|0|0|80113|0||MyBass
BassCase|Electronic|NoFrettinElectro|0|0|80113|0||NoFrettinElectro
BassCase|Electronic|Number 2|0|0|80113|0||Number 2
BassCase|Electronic|Ober|0|0|80113|0||Ober
BassCase|Electronic|Octaver|0|0|0|0||Octaver
BassCase|Electronic|Ouch|0|0|0|0||Ouch
BassCase|Electronic|Out|0|0|0|0||Out
BassCase|Electronic|Pizzacatto|0|0|0|0||Pizzacatto
